filename,width,height,class,xmin,ymin,xmax,ymax
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot4.JPG,1543,816,Pivot,469,8,587,129
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot5.JPG,1396,832,Pivot,3,607,400,832
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot5.JPG,1396,832,Pivot,50,210,449,617
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot5.JPG,1396,832,Pivot,198,0,599,262
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot5.JPG,1396,832,Pivot,602,1,948,88
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot5.JPG,1396,832,Pivot,761,20,1189,442
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot5.JPG,1396,832,Pivot,932,397,1359,818
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot6.JPG,1450,792,Pivot,215,365,557,705
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot6.JPG,1450,792,Pivot,210,18,560,371
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot6.JPG,1450,792,Pivot,225,702,562,791
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot6.JPG,1450,792,Pivot,604,717,921,791
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot6.JPG,1450,792,Pivot,922,496,1293,791
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot6.JPG,1450,792,Pivot,903,117,1283,495
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot6.JPG,1450,792,Pivot,568,339,949,715
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot6.JPG,1450,792,Pivot,559,3,938,347
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot7.JPG,839,736,Pivot,2,140,93,617
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot7.JPG,839,736,Pivot,101,38,798,705
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot7.JPG,839,736,Pivot,703,4,839,260
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot7.JPG,839,736,Pivot,735,392,840,735
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot8.JPG,1367,931,Pivot,115,399,509,795
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot8.JPG,1367,931,Pivot,110,5,502,402
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot8.JPG,1367,931,Pivot,501,84,903,490
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot8.JPG,1367,931,Pivot,897,175,1292,565
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot8.JPG,1367,931,Pivot,913,571,1302,928
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot8.JPG,1367,931,Pivot,513,487,905,883
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot8.JPG,1367,931,Pivot,4,768,330,930
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot8.JPG,1367,931,Pivot,354,856,661,930
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot8.JPG,1367,931,Pivot,901,3,1293,170
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot9.JPG,796,750,Pivot,32,32,733,741
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot10.JPG,1143,884,Pivot,214,384,685,856
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot10.JPG,1143,884,Pivot,499,39,977,512
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot11.JPG,926,820,Pivot,154,43,825,783
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot11.JPG,926,820,Pivot,591,1,924,227
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot12.JPG,1365,857,Pivot,403,412,782,795
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot12.JPG,1365,857,Pivot,535,72,915,455
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot12.JPG,1365,857,Pivot,729,0,1070,137
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot12.JPG,1365,857,Pivot,428,2,679,55
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot13.JPG,930,757,Pivot,177,52,831,710
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot13.JPG,930,757,Pivot,488,2,930,117
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot14.JPG,1523,835,Pivot,681,105,1293,725
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot15.JPG,1209,878,Pivot,193,22,1005,848
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot16.JPG,1537,807,Pivot,646,275,902,529
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot16.JPG,1537,807,Pivot,627,469,858,674
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot16.JPG,1537,807,Pivot,398,231,646,438
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot16.JPG,1537,807,Pivot,369,406,624,630
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot17.JPG,1228,842,Pivot,684,114,1140,556
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot17.JPG,1228,842,Pivot,639,455,1081,830
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot17.JPG,1228,842,Pivot,189,313,642,741
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot17.JPG,1228,842,Pivot,237,30,689,463
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot18.JPG,1660,823,Pivot,133,293,272,429
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot18.JPG,1660,823,Pivot,1184,380,1410,606
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot18.JPG,1660,823,Pivot,630,80,797,169
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot18.JPG,1660,823,Pivot,803,8,890,172
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot19.JPG,1352,825,Pivot,357,106,925,675
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot20.JPG,1497,809,Pivot,237,454,414,629
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot20.JPG,1497,809,Pivot,415,452,588,625
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot20.JPG,1497,809,Pivot,469,228,673,442
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot20.JPG,1497,809,Pivot,603,78,811,293
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot20.JPG,1497,809,Pivot,1018,456,1190,625
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot20.JPG,1497,809,Pivot,852,451,1018,625
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot20.JPG,1497,809,Pivot,678,446,856,626
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot20.JPG,1497,809,Pivot,673,715,845,798
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot20.JPG,1497,809,Pivot,851,630,936,797
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot21.JPG,1480,746,Pivot,179,186,588,610
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot21.JPG,1480,746,Pivot,586,184,990,608
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot21.JPG,1480,746,Pivot,989,184,1396,606
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot21.JPG,1480,746,Pivot,571,613,721,747
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot21.JPG,1480,746,Pivot,1,2,130,130
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot22.JPG,1589,815,Pivot,442,284,785,604
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot23.JPG,1448,798,Pivot,500,152,1111,765
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot24.JPG,1536,838,Pivot,1227,2,1320,76
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot24.JPG,1536,838,Pivot,1222,72,1323,165
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot24.JPG,1536,838,Pivot,1221,163,1325,249
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot24.JPG,1536,838,Pivot,1221,245,1323,332
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot24.JPG,1536,838,Pivot,1225,333,1326,427
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot24.JPG,1536,838,Pivot,1142,426,1324,613
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot24.JPG,1536,838,Pivot,981,449,1144,612
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot24.JPG,1536,838,Pivot,1137,615,1303,776
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot24.JPG,1536,838,Pivot,975,614,1136,775
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot24.JPG,1536,838,Pivot,786,583,977,776
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot24.JPG,1536,838,Pivot,1045,249,1206,409
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot24.JPG,1536,838,Pivot,856,197,1022,360
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot24.JPG,1536,838,Pivot,1073,5,1222,155
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot24.JPG,1536,838,Pivot,914,2,1075,156
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot24.JPG,1536,838,Pivot,623,5,777,156
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot24.JPG,1536,838,Pivot,470,5,620,156
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot24.JPG,1536,838,Pivot,317,8,473,158
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot24.JPG,1536,838,Pivot,500,167,664,325
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot24.JPG,1536,838,Pivot,559,289,716,442
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot24.JPG,1536,838,Pivot,686,264,833,420
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot25.JPG,1415,860,Pivot,73,365,532,838
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot25.JPG,1415,860,Pivot,529,433,911,835
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot25.JPG,1415,860,Pivot,910,434,1298,830
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot25.JPG,1415,860,Pivot,539,46,929,444
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot25.JPG,1415,860,Pivot,928,13,1357,444
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot26.JPG,1416,778,Pivot,261,378,629,752
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot26.JPG,1416,778,Pivot,121,98,499,468
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot26.JPG,1416,778,Pivot,550,336,904,710
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot26.JPG,1416,778,Pivot,979,180,1343,551
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot27.JPG,1348,853,Pivot,144,78,521,465
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot27.JPG,1348,853,Pivot,522,81,888,454
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot27.JPG,1348,853,Pivot,887,76,1263,448
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot27.JPG,1348,853,Pivot,601,483,984,851
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot27.JPG,1348,853,Pivot,1039,725,1347,851
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot27.JPG,1348,853,Pivot,776,773,1084,851
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot28.JPG,974,687,Pivot,416,465,927,687
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot28.JPG,974,687,Pivot,193,42,746,590
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot29.JPG,1466,755,Pivot,573,297,712,450
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot29.JPG,1466,755,Pivot,716,276,858,423
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot30.JPG,1136,732,Pivot,76,136,584,661
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot30.JPG,1136,732,Pivot,596,46,1111,563
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot31.JPG,1467,793,Pivot,773,545,933,705
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot31.JPG,1467,793,Pivot,850,426,1015,588
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot31.JPG,1467,793,Pivot,803,161,967,335
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot31.JPG,1467,793,Pivot,771,313,932,472
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot32.JPG,1099,814,Pivot,171,660,566,814
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot32.JPG,1099,814,Pivot,377,334,771,747
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot32.JPG,1099,814,Pivot,172,39,568,441
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot33.JPG,1456,828,Pivot,555,236,761,452
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot33.JPG,1456,828,Pivot,939,385,1152,601
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot33.JPG,1456,828,Pivot,763,524,969,739
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot33.JPG,1456,828,Pivot,721,342,937,543
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot34.JPG,1276,755,Pivot,38,10,446,420
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot34.JPG,1276,755,Pivot,379,208,794,613
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot34.JPG,1276,755,Pivot,810,301,1201,704
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot34.JPG,1276,755,Pivot,447,563,864,753
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot35.JPG,1604,788,Pivot,674,418,850,599
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot35.JPG,1604,788,Pivot,841,417,1023,606
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot35.JPG,1604,788,Pivot,670,250,849,422
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot35.JPG,1604,788,Pivot,842,248,1020,424
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot36.JPG,1287,689,Pivot,179,134,610,573
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot36.JPG,1287,689,Pivot,611,135,1036,571
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot36.JPG,1287,689,Pivot,193,0,602,136
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot36.JPG,1287,689,Pivot,627,4,1026,135
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot37.JPG,1590,792,Pivot,302,528,474,705
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot37.JPG,1590,792,Pivot,455,567,628,745
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot37.JPG,1590,792,Pivot,363,245,569,470
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot37.JPG,1590,792,Pivot,455,469,627,575
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot37.JPG,1590,792,Pivot,570,301,764,512
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot37.JPG,1590,792,Pivot,622,507,802,641
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot37.JPG,1590,792,Pivot,759,346,944,558
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot37.JPG,1590,792,Pivot,783,543,974,702
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot37.JPG,1590,792,Pivot,949,579,1128,766
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot37.JPG,1590,792,Pivot,1154,535,1402,784
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot37.JPG,1590,792,Pivot,1391,86,1573,289
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot38.JPG,1341,691,Pivot,180,43,570,438
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot38.JPG,1341,691,Pivot,74,546,388,691
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot38.JPG,1341,691,Pivot,387,616,651,690
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot38.JPG,1341,691,Pivot,562,130,929,508
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot38.JPG,1341,691,Pivot,927,216,1270,593
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot38.JPG,1341,691,Pivot,363,435,675,636
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot38.JPG,1341,691,Pivot,667,513,1008,690
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot39.JPG,1582,834,Pivot,387,669,588,834
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot39.JPG,1582,834,Pivot,544,579,742,777
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot39.JPG,1582,834,Pivot,629,294,724,394
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot39.JPG,1582,834,Pivot,729,317,828,416
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot39.JPG,1582,834,Pivot,454,346,556,448
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot39.JPG,1582,834,Pivot,530,71,752,287
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot39.JPG,1582,834,Pivot,760,6,899,138
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot39.JPG,1582,834,Pivot,145,51,312,218
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot39.JPG,1582,834,Pivot,6,27,150,157
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot39.JPG,1582,834,Pivot,332,24,544,248
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot39.JPG,1582,834,Pivot,902,5,1065,155
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot39.JPG,1582,834,Pivot,897,159,1072,326
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot39.JPG,1582,834,Pivot,859,318,1051,502
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot39.JPG,1582,834,Pivot,771,489,963,687
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot39.JPG,1582,834,Pivot,952,556,1118,727
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot39.JPG,1582,834,Pivot,1111,598,1271,768
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot39.JPG,1582,834,Pivot,1267,664,1385,791
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot39.JPG,1582,834,Pivot,1382,693,1512,824
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot39.JPG,1582,834,Pivot,1400,550,1538,700
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot39.JPG,1582,834,Pivot,1428,429,1566,564
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot39.JPG,1582,834,Pivot,1196,443,1380,629
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot39.JPG,1582,834,Pivot,1043,380,1228,571
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot39.JPG,1582,834,Pivot,1083,132,1256,301
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot39.JPG,1582,834,Pivot,1201,254,1396,441
/workspace/shared_volume/images_bolsasPivot+/train/Images/Pivot/Pivot39.JPG,1582,834,Pivot,1343,354,1477,496
